X.,Game,Release.date,Price,Score.rank,Userscore...Metascore,Owners,Playtime,Median,Developer.s,Publisher.s
465,Knytt Underground,25-Oct-13,6.99,0.58,83,"50,000?..?100,000",00:00,00:00,Nifflas' Games,Ripstone
467,YOU DON'T KNOW JACK TELEVISION,5-Nov-13,2.99,NA,N/A,"50,000?..?100,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
468,Realms of Arkania: Blade of Destiny,29-Jul-13,14.99,0.11,50,"50,000?..?100,000",00:00,00:00,Crafty Studios,United Independent Entertainment GmbH
490,The 7th Guest,18-Oct-13,5.99,0.41,75,"50,000?..?100,000",00:00,00:00,Trilobyte Games,Nightdive Studios
498,Woodcutter Simulator 2013,19-Dec-13,9.99,0.02,22,"50,000?..?100,000",00:00,00:00,United Independent Entertainment GmbH,United Independent Entertainment GmbH
503,99 Spirits,12-Nov-13,9.99,0.39,74,"50,000?..?100,000",00:00,00:00,TORaIKI,Fruitbat Factory
510,Bad Hotel,16-Oct-13,4.99,0.03,30,"50,000?..?100,000",00:00,00:00,Lucky Frame,Lucky Frame
33,Stick it to The Man!,13-Dec-13,7.99,0.9,94/83,"20,000?..?50,000",00:00,00:00,Zoink Games,Ripstone
38,The Last Express Gold Edition,21-Nov-13,6.99,0.53,81/82,"20,000?..?50,000",00:00,00:00,DotEmu,DotEmu
50,Dyad,24-Apr-13,14.99,0.47,78/80,"20,000?..?50,000",00:00,00:00,][ Games Inc,Shawn McGrath
98,Fester Mudd: Curse of the Gold - Episode 1,4-Nov-13,9.99,0.36,72/76,"20,000?..?50,000",00:00,00:00,,
126,Fist Puncher,21-Jun-13,9.99,0.41,75/73,"20,000?..?50,000",00:00,00:00,Team2Bit,Adult Swim Games
143,Battle Worlds: Kronos,4-Nov-13,19.99,0.23,63/71,"20,000?..?50,000",00:00,00:00,KING Art,"KING Art, THQ Nordic"
149,Retrovirus,31-Jan-13,9.99,0.36,72/70,"20,000?..?50,000",00:00,00:00,Cadenza Interactive,Cadenza Interactive
170,Cloudberry Kingdom,2-Aug-13,9.99,0.77,90/67,"20,000?..?50,000",00:00,00:00,Pwnee Studios,Ubisoft
174,A Walk in the Dark,7-Nov-13,6.99,0.53,81/67,"20,000?..?50,000",00:00,00:00,,
179,Armada 2526 Gold Edition,28-Feb-13,19.99,0.18,59/66,"20,000?..?50,000",00:00,00:00,Ntronium Games,Iceberg Interactive
181,Dark Fall 2: Lights Out,3-Dec-13,4.99,NA,N/A/66,"20,000?..?50,000",00:00,00:00,Darkling Room,THQ Nordic
194,Defense Technica,24-Oct-13,14.99,0.06,38/63,"20,000?..?50,000",00:00,00:00,Kuno Interactive,Kuno Interactive
195,Storm,27-Jun-13,9.99,0.3,68/63,"20,000?..?50,000",00:00,00:00,Eko Software,Eko Software
197,Redshirt,13-Nov-13,9.99,0.07,40/62,"20,000?..?50,000",00:00,00:00,The Tiniest Shark,Positech
199,Bientôt l'été,6-Feb-13,9.99,0.13,52/62,"20,000?..?50,000",00:00,00:00,Tale of Tales,Tale of Tales
221,Alone in the Dark,29-Oct-13,9.99,0.09,46/55,"20,000?..?50,000",00:00,00:00,"Eden Games, Hydravision Entertainment",THQ Nordic
228,Lords of Football,5-Apr-13,14.99,0.09,46/52,"20,000?..?50,000",00:00,00:00,Geniaware Srl,Fish Eagle
230,Bad Bots,17-May-13,4.99,0.31,69/49,"20,000?..?50,000",00:00,00:00,Point Five Projects,Digital Tribe
234,Air Conflicts: Vietnam,2-Oct-13,14.99,0.03,27/43,"20,000?..?50,000",00:00,00:00,Games Farm,Games Farm
240,Citadels,25-Jul-13,14.99,0.01,13/20,"20,000?..?50,000",00:00,00:00,Games Distillery s.r.o.,HandyGames
242,MURI,6-Dec-13,4.99,0.9,94,"20,000?..?50,000",00:00,00:00,"Ludosity, Remar Games",Ludosity
244,Legends of Aethereus,27-Sep-13,NA,0.02,24,"20,000?..?50,000",00:00,00:00,Three Gates,Three Gates
248,Magrunner: Dark Pulse,20-Jun-13,9.99,0.63,85,"20,000?..?50,000",00:00,00:00,Frogwares,Frogwares
255,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,5-Nov-13,1.99,NA,N/A,"20,000?..?50,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
259,Gentlemen!,5-Nov-13,4.99,0.33,70,"20,000?..?50,000",00:00,00:00,Lucky Frame,Blazing Griffin Ltd.
274,Bridge It +,18-Nov-13,6.99,0.23,63,"20,000?..?50,000",00:00,00:00,Chronic Logic,Libredia Entertainment
286,Risk,10-Jun-13,9.99,0.06,39,"20,000?..?50,000",00:00,00:00,"Sperasoft, Inc.",PopCap
297,Wooden Sen'SeY,5-Dec-13,9.99,0.3,68,"20,000?..?50,000",00:00,00:00,Upper Byte,Spawn Digital
305,Jack Keane 2 - The Fire Within,28-Jun-13,19.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Deck 13,astragon Entertainment
310,Salvation Prophecy,7-Oct-13,19.99,0.23,63,"20,000?..?50,000",00:00,00:00,Firedance Games,
319,The Wizard's Lair,1-Mar-13,2.99,NA,N/A,"20,000?..?50,000",00:00,00:00,Magicbane,Magicbane
320,InFlux,18-Sep-13,9.99,0.34,71,"20,000?..?50,000",00:00,00:00,Impromptu Games,Impromptu Games
321,Angry Birds Space,7-Mar-13,4.99,0.74,89,"20,000?..?50,000",00:00,00:00,Rovio Entertainment Ltd,Rovio Entertainment Ltd
322,Intake,6-Nov-13,9.99,0.93,95,"20,000?..?50,000",00:00,00:00,Cipher Prime Studios,Cipher Prime Studios
330,Poöf,8-Nov-13,6.99,0.68,87,"20,000?..?50,000",00:00,00:00,Arkedo,Neko Entertainment
349,Paranormal,12-Sep-13,9.99,0.25,65,"20,000?..?50,000",00:00,00:00,,Matthew C Cohen
351,The Mysterious Cities of Gold,20-Nov-13,11.99,0.49,79,"20,000?..?50,000",00:00,00:00,Neko Entertainment,Neko Entertainment
352,Beast Boxing Turbo,19-Nov-13,4.99,0.68,87,"20,000?..?50,000",00:00,00:00,,
354,Bunny Must Die! Chelsea and the 7 Devils,26-Sep-13,9.99,0.3,68,"20,000?..?50,000",00:00,00:00,Platine Dispositif,"Rockin' Android, Rockin Android"
361,Shadow Man,18-Oct-13,4.99,0.77,90,"20,000?..?50,000",00:00,00:00,Acclaim Studios Teeside,Nightdive Studios
387,Tomb Raider - The Final Hours Digital Book,7-Mar-13,1.99,0.77,90,"20,000?..?50,000",00:00,00:00,Geoff Keighley,Geoff Keighley
393,Tank Operations: European Campaign,22-Nov-13,19.99,0.03,29,"20,000?..?50,000",00:00,00:00,Linked Dimensions,rokapublish
397,Zigfrak,13-Dec-13,NA,0.36,72,"20,000?..?50,000",00:00,00:00,Entheogen Studios LLC,Entheogen Studios LLC
405,Elder Sign: Omens,27-Nov-13,14.99,0.45,77,"20,000?..?50,000",00:00,00:00,"Fantasy Flight Publishing, Inc.","Fantasy Flight Publishing, Inc."
406,PCMark 8,21-Oct-13,24.99,NA,N/A,"20,000?..?50,000",00:00,00:00,UL,UL
420,Alien Spidy,20-Mar-13,9.99,0.12,51,"20,000?..?50,000",00:00,00:00,Enigma SP,Kalypso Media Digital
424,Farming Giant,6-Nov-13,1.99,0.02,19,"20,000?..?50,000",00:00,00:00,Actalogic,Toplitz Productions
425,Reach for the Sun,7-Nov-13,4.99,0.27,66,"20,000?..?50,000",00:00,00:00,Filament Games,
434,Nimble Quest,6-Dec-13,4.99,0.77,90,"20,000?..?50,000",00:00,00:00,,
449,Flashback,1-Oct-13,9.99,0.21,61,"20,000?..?50,000",00:00,00:00,,Ubisoft
452,Project Syria,8-Jan-13,0,0.04,31,"20,000?..?50,000",00:00,00:00,Emblematic Group,Emblematic Group
457,Gimbal,19-Nov-13,9.99,0.56,82,"20,000?..?50,000",00:00,00:00,8888888 LABS,8888888 LABS
460,Truck Racer,18-Oct-13,9.99,0.3,68,"20,000?..?50,000",00:00,00:00,Kylotonn Entertainment,"Plug In Digital, Bigben Interactive"
462,Dracula: Love Kills,29-Oct-13,9.99,0.51,80,"20,000?..?50,000",00:00,00:00,Waterlily Games,Frogwares
474,Go Home Dinosaurs!,14-Mar-13,9.99,0.9,94,"20,000?..?50,000",00:00,00:00,Fire Hose Games,Fire hose Games
477,Joe Danger,24-Jun-13,14.99,0.58,83,"20,000?..?50,000",00:00,00:00,Hello Games,Hello Games
479,9.03m,20-Nov-13,0,0.56,82,"20,000?..?50,000",00:00,00:00,Space Budgie,Space Budgie
485,Dead Sky,22-Nov-13,1.99,0.06,38,"20,000?..?50,000",00:00,00:00,,
487,Angelica Weaver: Catch Me When You Can,7-Jan-13,13.99,0.36,72,"20,000?..?50,000",00:00,00:00,MumboJumbo,MumboJumbo
489,Ride 'em Low,4-Nov-13,2.99,0.17,58,"20,000?..?50,000",00:00,00:00,"Red Dot Games, PLAY",Libredia
495,Tiny Barbarian DX,3-Dec-13,29.99,0.68,87,"20,000?..?50,000",00:00,00:00,StarQuail Games,"Nicalis, Inc"
511,Vox,12-Nov-13,9.99,0.02,24,"20,000?..?50,000",00:00,00:00,,
515,Skyscraper Simulator,21-Oct-13,2.99,0.01,7,"20,000?..?50,000",00:00,00:00,Actalogic,Libredia
35,Dominions 3: The Awakening,10-Sep-13,19.99,0.47,78/82,"0?..?20,000",00:00,00:00,Illwinter Game Design,Illwinter Game Design
37,Rising Storm Game of the Year Edition,30-May-13,19.99,0.99,98/82,"0?..?20,000",00:00,00:00,"Tripwire Interactive, Anti Matter Games",Tripwire Interactive
160,Rain Blood Chronicles: Mirage,11-Nov-13,4.99,0.38,73/68,"0?..?20,000",00:00,00:00,,Origo Games
203,Signal Ops,18-Nov-13,9.99,0.24,64/61,"0?..?20,000",00:00,00:00,Space Bullet Dynamics Corporation,Space Bullet Dynamics Corporation
231,Hexodius,21-Jun-13,9.99,NA,N/A/47,"0?..?20,000",00:00,00:00,Brain Slap Studio,BANDAI NAMCO Entertainment
241,Spaceforce Constellations,12-Dec-13,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Dreamatrix,Dreamatrix
250,Dragon's Lair 2: Time Warp,24-Oct-13,9.99,0.56,82,"0?..?20,000",00:00,00:00,Digital Leisure Inc.,Digital Leisure Inc.
260,Highborn,19-Feb-13,1.99,0.24,64,"0?..?20,000",00:00,00:00,Jet Set Games,Jet Set Games
264,Cranky Cat,5-Jun-13,2.99,NA,N/A,"0?..?20,000",00:00,00:00,March Entertainment,March Entertainment
268,Nancy Drew: The Silent Spy,22-Oct-13,19.99,NA,N/A,"0?..?20,000",00:00,00:00,HeR Interactive,HeR Interactive
281,PAC-MAN and the Ghostly Adventures,29-Oct-13,19.99,0.49,79,"0?..?20,000",00:00,00:00,NAMCO BANDAI Games,BANDAI NAMCO Entertainment
290,Songs2See,26-Nov-13,14.99,0.13,52,"0?..?20,000",00:00,00:00,Songquito UG,Songquito UG
302,Sacra Terra: Kiss of Death Collector?�s Edition,22-Mar-13,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Alawar Five-BN,Alawar Entertainment
309,Virtual Race Car Engineer 2017,1-Aug-13,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Tim McArthur,Monkey Face Software LLC
318,Mosaico,26-Nov-13,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Soulid Studio,Soulid Studio
337,Secret Files: Sam Peters,18-Oct-13,9.99,0.23,63,"0?..?20,000",00:00,00:00,Animation Arts,Deep Silver
342,Life of a Wizard,27-Feb-13,3.99,NA,N/A,"0?..?20,000",00:00,00:00,Hosted Games,Hosted Games
353,MUD Motocross World Championship,26-Feb-13,9.99,0.11,49,"0?..?20,000",00:00,00:00,Milestone S.r.l.,BANDAI NAMCO Entertainment
355,The Saint: Abyss of Despair,5-Apr-13,3.99,NA,N/A,"0?..?20,000",00:00,00:00,Happy Artist,Alawar Entertainment
358,Battleship,10-Jun-13,9.99,NA,N/A,"0?..?20,000",00:00,00:00,"Sperasoft, Inc.",PopCap
359,Call of Duty: Ghosts - Digital Hardened Edition,4-Nov-13,99.99,NA,N/A,"0?..?20,000",00:00,00:00,Infinity Ward,Activision
365,Z3TA+ 2,9-Sep-13,NA,NA,N/A,"0?..?20,000",00:00,00:00,Cakewalk,Cakewalk
368,A-Train 8,18-Sep-13,19.99,NA,N/A,"0?..?20,000",00:00,00:00,ARTDINK,Degica
371,Happy Pong,16-Mar-13,2.99,NA,N/A,"0?..?20,000",00:00,00:00,Poppgames,Poppgames
376,Dark Angels: Masquerade of Shadows,26-Nov-13,3.99,0.97,97,"0?..?20,000",00:00,00:00,Skywind Games,Alawar Entertainment
382,Cut the Rope,22-Mar-13,4.99,0.74,89,"0?..?20,000",00:00,00:00,Zeptolab UK Limited,Zeptolab UK Limited
391,Nancy Drew: Ghost of Thornton Hall,14-May-13,19.99,0.84,92,"0?..?20,000",00:00,00:00,"HeR Interactive, Inc.",HeR Interactive
395,Zombie Apocalypse: Escape The Undead City,25-Nov-13,0.99,0.06,38,"0?..?20,000",00:00,00:00,Anarchy Enterprises,Anarchy Enterprises
408,Train Simulator: West Somerset Railway Route Add-On,14-Nov-13,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Dovetail Games,Dovetail Games - Trains
414,Scrabble,10-Jun-13,9.99,NA,N/A,"0?..?20,000",00:00,00:00,"Sperasoft, Inc.",PopCap
417,Might & Magic: Heroes VI - Shades of Darkness,2-May-13,14.99,NA,N/A,"0?..?20,000",00:00,00:00,Virtuos,Ubisoft
418,Flashpoint Campaigns: Red Storm Player's Edition,9-Oct-13,49.99,0.8,91,"0?..?20,000",00:00,00:00,On Target Simulations,Slitherine Ltd.
436,Gravi,8-Oct-13,4.99,0.13,53,"0?..?20,000",00:00,00:00,Hashbang Games,
439,The Game of Life,10-Jun-13,9.99,0.04,33,"0?..?20,000",00:00,00:00,Virtuos,PopCap
442,DIVO,1-Feb-13,4.99,NA,N/A,"0?..?20,000",00:00,00:00,Internal Games,Internal Games
448,LogoMaker 4,4-Dec-13,29.99,0.19,60,"0?..?20,000",00:00,00:00,Studio V5,Studio V5
455,World Basketball Tycoon,18-Nov-13,2.99,0.01,11,"0?..?20,000",00:00,00:00,,Strategy First
458,Train Simulator: Pacific Surfliner LA - San Diego Route,17-Oct-13,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Dovetail Games,Dovetail Games - Trains
464,Dark Matter,17-Oct-13,9.99,0.07,40,"0?..?20,000",00:00,00:00,InterWave Studios,Iceberg Interactive
470,Train Simulator: East Coast Main Line London-Peterborough Route Add-On,5-Dec-13,19.99,NA,N/A,"0?..?20,000",00:00,00:00,Dovetail Games,Dovetail Games - Trains
481,Deathtrap Dungeon,3-Oct-13,6.99,0.28,67,"0?..?20,000",00:00,00:00,,Square Enix
483,Aartform Curvy 3D 3.0,12-Nov-13,99.99,NA,N/A,"0?..?20,000",00:00,00:00,Aartform,Aartform
492,Virtual DJ - Broadcaster Edition,7-Mar-13,NA,0.09,46,"0?..?20,000",00:00,00:00,Atomix Productions,Focus Home Interactive
493,Perfection.,28-Aug-13,2.99,0.15,55,"0?..?20,000",00:00,00:00,Greg Lobanov,
497,Pulse Shift,23-Jan-13,8.99,NA,N/A,"0?..?20,000",00:00,00:00,3 Core Studio,3 Core Studio
501,Affairs of the Court: Choice of Romance,16-Aug-13,5.99,0.43,76,"0?..?20,000",00:00,00:00,Choice of Games,Choice of Games
505,Slam Bolt Scrappers,14-Mar-13,9.99,NA,N/A,"0?..?20,000",00:00,00:00,Fire Hose Games,Fire Hose Games
508,RaySupreme 3D,16-Dec-13,39.99,NA,N/A,"0?..?20,000",00:00,00:00,BrainDistrict,BrainDistrict
512,Darkfall Unholy Wars,25-Apr-13,NA,0.25,65,"0?..?20,000",00:00,00:00,Aventurine SA,Aventurine
514,Space Ace,27-Aug-13,9.99,0.8,91,"0?..?20,000",00:00,00:00,Digital Leisure Inc.,Digital Leisure Inc.
