name,cri.rate,user.rate,date,content
"
                                    Scanner Sombre
                                                                    ",67,6.4,4,"
                            Regaining consciousness you smell the damp. Opening your eyes you see the stone walls of the chamber flickering by the light of the fire; you stumble to your feet and kick a helmet clattering across the floor. Slowly the ache in your head begins to subside and you notice the beginnings of a passage. After a few steps the darkness consumes you. Returning to the safely of the fire you see a LIDAR scanner on the floor - a trigger press results in a faint glow coming from inside the helmet. You put the helmet on, adjust the beam-width and proceed into the abyss.
                            "
"
                                    Tyranny: Bastard's Wound
                                                                    ",67,7,9,"
                            Experience a new chapter of Tyranny, the critically-acclaimed role-playing game (RPG), in Bastard¡¦s Wound, a new expansion that builds upon the game¡¦s compelling story. Tyranny, an original RPG from Obsidian Entertainment, invites the player to make their mark on a world conquered by evil, and the Bastard¡¦s Wound expansion opens up a new area of the Tiers where refugees from the war-torn world have established a haven in secret. Delve deeper into the mysteries of Terratus as you bring Kyros' justice (or your own version of it) to a new corner of the Tiers. In addition to the new region, Bastard's Wound gives you a chance to learn more about your party in a trio of companion quests featuring Lantry, Verse, and Barik.
                            "
"
                                    NBA Playgrounds
                                                                    ",67,7.2,5,"
                            Classic NBA arcade action is back! Take your ¡§A¡¨ game to the playground and beat the best in high-flying 2-on-2 basketball action. Practice your skills offline, play with up to three others and take your talents online to posterize your opponents with acrobatic jams and ridiculous displays of skill.
                            "
"
                                    Diluvion
                                                                    ",66,6.3,2,"
                            Diluvion is a 3D deep sea, Jules Verne inspired, exploration game with RPG elements and thrilling submarine combat. As the Captain of your own vessel, you must grow and manage your crew as you search for the secrets of the past in a hauntingly beautiful flooded world.
                            "
"
                                    Rain World
                                                                    ",66,7.6,3,"
                            Assume the role of a nomadic slugcat, both predator and prey in a broken ecosystem. Grab your spear and brave the industrial wastes, hunting enough food to survive, but be wary¡X other, bigger creatures have the same plan... and slugcats look delicious. 
                            "
"
                                    Vikings: Wolves of Midgard
                                                                    ",66,7.1,3,"
                            Fear the wolves. They are cold, they are hungry - and they will stop at nothing to survive

Ragnarok. Legend has it that when the coldest winter descends, the Jotan will return to take their vengeance against the Gods of Asgard. The world is on the road to perdition and the fate of Midgard hangs in the balance. But when the Fire and Frost Giants begin to merge their armies, they encounter the clan of the Ulfung  the Wolves of Midgard. Bloody, but unbowed following the destruction of their village, this notorious band of ostracized Viking warriors are determined to seize their destiny and save the world. As clan chief, you must save Midgard from complete annihilation, and spearhead the charge to vanquish the fiendish creatures of the Fimbulwinter.

* Fantasy Meets Norse Mythology
Travel the realms of earthly Midgard, freezing Niflheim and boiling Balheim, either as a fierce Viking warrior or merciless shieldmaiden.

*The Deadly Fimbulwinter
Withstand the deathly colds and protect yourself from exposure to natures wrath in order to survive.

* Tribute To The Gods
Collect blood from fallen enemies and sacrifice it at the altar to gain gifts from the Gods to enhance your powers.

* Berserker Rage
Let your anger take hold by activating Rage Mode to overwhelm your enemies in bloodthirsty combat.

* The Art Of Combat
Perfect your skills with each weapon to unlock their true potential, including swords, bows and spell-powered canes.

* The Power Of The Gods
Make the abilities of the Gods your own by equipping power-infused amulets, like the Talismans of Thor or Loki. Put your new skills to the test by competing in the Trials of the Gods to earn further rewards.

* Teamwork
Team up with a friend and journey to the Shores of Midgard together in an epic two player online co-op mode. Choose between four difficulty levels to suit your skills and talents. Do you dare attempt the unrelenting hardcore mode?
                            "
"
                                    Bounty Train
                                                                    ",66,NA,5,"
                            Simulation-tactics roguelike RPG about railroad in the US
                            "
"
                                    Hyakki Castle
                                                                    ",65,NA,11,"
                            A fantastical world based on ancient Japanese folklore. Hyakki Castle, a mysterious castle built in a land of exile. This castle is brimming with mysteries and fantasy... Slay the Lord of Hyakki Castle! New strategies and puzzle solving by dividing parties...

                            "
"
                                    Immortal Planet
                                                                    ",65,NA,7,"
                            Immortal Planet is an action RPG with challenging combat that rewards patience and punishes recklessness. Explore the crumbling remains of a society of immortals trapped in endless cycles of rebirth. Fight your way to discover the planet's mystery and escape its curse.
                            "
"
                                    Atomega
                                                                    ",65,NA,9,"
                            Grow, fight, collect and evade in the last cosmic arena the very end of time. Acquire MASS to evolve your EXOFORM from the nimble ATOM to the godlike OMEGA and compete for fun and dominance in a fast-paced, multiplayer shooter. ATOMEGA<U+2122> !
                            "
"
                                    The Crow's Eye
                                                                    ",65,7,3,"
                            The Crow¡¦s Eye is a story-driven first person horror adventure. Learn to survive while you investigate the disturbing fate of the missing students in Crowswood university. Craft items, defend yourself from unknown threats, and forget all you thought you knew about survival horrors. They say you can¡¦t hide, but you better do¡K or be the next.
                            "
"
                                    Aven Colony
                                                                    ",65,7.5,7,"
                            Aven Colony puts you in charge of humanity's first extrasolar settlement on Aven Prime, an alien planet of deserts, tundras, and jungles light years from earth. Build the infrastructure, look after the well-being of your citizens, manage your resources, and guide your colony to prosperity -- all while dealing with the harsh and often dangerous realities of an alien world.

Features:

* Build: Take charge of humanity's first extrasolar settlement on a new alien world. Build and expand your small colonies into massive, sprawling cities.

* Discover: Deploy your crack team of pioneers to take on alien lifeforms and unlock the secrets of Aven Prime, as you tackle the campaign and sandbox modes.

* Survive: Prepare for harsh winters, electrical storms and much more in this cruel and often dangerous new environment.
                            "
"
                                    Star Wars Battlefront II
                                                                    ",65,1,11,"
                            Star Wars Battlefront II allows players to experience the untold story of an Imperial elite special forces soldier in an all-new single player campaign. In epic multiplayer battles, players pilot a First Order TIE fighter through intense dogfights in space, and play as ground troopers or iconic heroes and villains, such as Yoda and Darth Maul, across all three Star Wars eras. Featuring new characters created by Motive in close partnership with the story group at Lucasfilm, the Star Wars Battlefront II single player campaign delivers a new story to the Star Wars universe. Taking place in the 30 years between the destruction of Death Star II and through the rise of the First Order, the single player story introduces Iden Versio, the leader of Inferno Squad, an elite special forces unit of the Galactic Empire, who are equally lethal on the ground and in space. In addition to Iden, players also encounter and play as other iconic Star Wars heroes and villains like Luke Skywalker and Kylo Ren during the campaign. [Electronic Arts]
                            "
"
                                    Danger Zone
                                                                    ",64,NA,5,"
                            Danger Zone is a vehicular destruction game from seasoned genre veterans Three Fields Entertainment. Step into the shoes of a dangerous driver and cause the biggest car crashes ever seen in a video game. Danger Zone combines real physical crashes with explosive gameplay.
                            "
"
                                    theHunter: Call of the Wild
                                                                    ",64,7.5,2,"
                            Experience the thrill of the hunt in a vast open world. Immerse yourself in the atmospheric single player campaign, or share the ultimate hunting experience with friends.
                            "
"
                                    The Franz Kafka Videogame
                                                                    ",64,7.1,4,"
                            A point-and-click puzzle/adventure game inspired by the writings of Franz Kafka.
                            "
"
                                    Rise & Shine
                                                                    ",64,6,1,"
                            Welcome to Gamearth, a once peaceful planet now threatened by the warmongering Space grunts of Nexgen. In the aftermath of their devastating first strike a child named Rise is forced to take on the sacred gun Shine - and with it the fate of his world. 
                            "
"
                                    Serial Cleaner
                                                                    ",64,7.4,7,"
                            Serial Cleaner is a story-driven, fast-paced stealth/action game, characterized by a 1970s theme and aesthetics. You are a professional cleaner. Your job is to clean up murder scenes by disposing bodies, covering up blood stains and hiding murder weapons and other incriminating evidence.
                            "
"
                                    Redeemer
                                                                    ",64,7.4,8,"
                            REDEEMER is a intense Brawler where you will punch, hack and blast your way through enemies using fists, hammers, fire arms and even the environment. 
                            "
"
                                    STRAFE
                                                                    ",64,5.3,5,"
                            The future of video games: the fastest, bloodiest, deadliest, most adjective-abusing, action-packed first-person shooter of 1996.
                            "
"
                                    Impact Winter
                                                                    ",63,4.6,5,"
                            ""In 30 days, help is coming¡K"" A mysterious radio transmission claims that help is inbound. You are Jacob Solomon: leader of a makeshift team trying to survive the aftermath of a devastating asteroid collision. Your goal: lead your team to survival. 
                            "
"
                                    Need for Speed Payback
                                                                    ",62,3.2,11,"
                            Set in the underworld of Fortune Valley, players drive as three distinct characters reunited by a quest for vengeance against The House, a nefarious cartel that rules the city¡¦s casinos, criminals and cops. They take on a variety of challenges and events as Tyler, the Racer; Mac, the Showman; and Jess, the Wheelman to earn the respect of the underground. Featuring the deepest customization from the series, players can truly craft a personalized and unique ride, or spend hours finding and tuning an abandoned derelict into a supercar. They can then push their cars to the limit and raise the stakes by betting on their own performance, where they can either multiply their winnings or risk losing it all. [Electronic Arts]
                            "
"
                                    Total War: Rome II - Empire Divided
                                                                    ",62,5.1,11,"
                            The year is 270 AD. A string of inept emperors and usurpers vying for power has led the Roman Empire into near-total economic collapse. This is its gravest crisis yet. Eager to capitalise on Rome¡¦s instability, barbarian tribes gather like a storm on the borders, to plunder the riches of civilisation. To the east, the Sassanids set out on a grand conquest that culminates with an assault against Roman lands. They are held back only by a staunch defence led by Palmyra. Queen Zenobia holds fast ¡V but for how long?
                            "
"
                                    Urban Empire
                                                                    ",62,5.1,1,"
                            Urban Empire is a ¡¥City Ruler¡¦, pioneering a new breed of strategy game that combines city builder features with political scheming and adds profound social and historical events into the mix, creating a whole new gameplay experience. 
                            "
"
                                    Friday the 13th: The Game
                                                                    ",61,5.8,5,"
                            Friday the 13th: The Game is a third-person horror, survival game in which players assume the role of a teen counselor, or for the first time ever, Jason Voorhees. You and six other unlucky souls will do everything possible to escape and survive while the most well-known killer in the world tracks you down and brutally slaughters you. Friday the 13th: The Game will strive to give every single player the tools to survive, escape or even try to take down the man who cannot be killed. Each and every gameplay session will give you an entirely new chance to prove if you have what it takes not only to survive, but to best the most prolific killer in cinema history, a slasher with more kills than any of his rivals. Meanwhile, Jason will be given an array of abilities to track, hunt and kill his prey. Stalk from the shadows, scare your targets and kill them when the time is right in as brutal a fashion as you can imagine. Take control of the legendary killer that is Jason Voorhees and terrify those unfortunate enough to cross your path.
                            "
"
                                    Destiny 2: Curse of Osiris
                                                                    ",61,1.3,12,"
                            Destiny 2 Expansion I: Curse of Osiris continues your Guardian¡¦s journey with all-new story missions and adventures set in a new destination, Mercury. Journey through time and space to learn the secrets of Osiris, avert a dark future, and rebuild the ties between the legendary Warlock and his greatest student - Ikora Rey.
                            "
"
                                    Phoning Home
                                                                    ",61,7,2,"
                            Phoning Home is an open-world game of exploration and survival set on a strange, alien planet. It tells the story of two robots ¡V ION and ANI ¡V and their life-defining journey.
                            "
"
                                    Rogue Trooper Redux
                                                                    ",60,6.2,10,"
                            A tactical shooter and comic book adaptation, Rogue Trooper is back, remastered in high definition. Experience combat and third person action in this tale of betrayal and revenge at the far reaches of the galaxy. You are the last Genetic Infantryman (GI). Bred for war and betrayed by your superiors at the Quartz Zone Massacre, you stalk the battlefield as a one-man squad, carrying the sentient biochips of three fallen soldiers in your rifle, pack and helmet. Your mission? Fight your way across the chemical-blasted wastes of Nu-Earth -- a planet ravaged by an endless apocalyptic war  in search of the Traitor General and payback.
                            "
"
                                    Black Mirror
                                                                    ",60,5.5,11,"
                            Scotland, 1926. Following the death of his father, David Gordon visits his ancestral home for the first time in his life. A life that is soon threatened by the dark secrets that claimed the sanity of many Gordons before him. Black Mirror Castle demands an offering.
                            "
"
                                    Auto Age: Standoff
                                                                    ",59,NA,9,"
                            In the bright but distant future, the recovery of New America rests in the hands of wheeled warriors. Will you side with the sinister Dark Jaw or intrepid Val Vega? Customize your killer ride and go head to head in 80s-style car combat. Gear up, team up, and roll out!
                            "
"
                                    TARTARUS
                                                                    ",59,6.6,11,"
                            In the year of 2230, Mining and Research vessel Tartarus (MRS TARTARUS 220478) activates the security protocol near Neptune without any sign. The only chance for crew to survive is to reach the Bridge and restart all systems one by one before the ship crashes into Neptune. We are playing as Cooper(cook and miner of the ship) who has no education or training about electronics or pilotage; to overcome this, vessels engineer ''Andrews'' is helping us as much as he can. Though it's not as easy as it sounds...
                            "
"
                                    Empathy
                                                                    ",59,6,5,"
                            Empathy: Path of Whispers is an atmospheric and surreal adventure game where you explore a seemingly abandoned world through the emotions and memories of the people who once inhabited it, trying to restore the world¡¦s lost balance by journeying through its past.
                            "
"
                                    Sniper: Ghost Warrior 3
                                                                    ",59,6.1,4,"
                            Go behind enemy lines with the ultimate modern military shooter. Choose your missions across an unforgiven open world.

Stay low and leave no traces in this third game of the tactical shooter franchise. Set in a modern day conflict based in Eastern Europe, players in Sniper: Ghost Warrior 3 will be thrust into the role of a sniper caught between three warring factions, played out in a realistic and immersive environment. Dig deep into the Ghost Warrior DNA as you choose between taking out your targets up close or from a distance, while at the same time focusing on your survival through evasion and stealth. Non-linear, sandbox-style gameplay on large open-ended maps gives players the flexibility to play and replay the missions in a number of different ways. Sniper: Ghost Warrior 3 will offer intriguing challenges for tactically-minded gamers, while still remaining accessible to first-person shooter fans.
                            "
"
                                    Micro Machines World Series
                                                                    ",58,3.7,6,"
                            Whether driving the Spy Car destroying a Hovercraft with a NERF Blaster in the Games Room, or the Dump Truck blowing up a Tank with a Dynamite Launcher in the garden, Micro Machines World Series will have players of all ages smiling from ear-to-ear while delivering absolute carnage.
                            "
"
                                    Memoranda
                                                                    ",58,6.6,1,"
                            Memoranda is a 2D point and click adventure game inspired by author Haruki Murakami¡¦s surreal short stories.The game tells the story of a young lady who gradually realizes that she is forgetting her own name. But is she really losing her memory? 
                            "
"
                                    Formula Fusion
                                                                    ",58,7.4,6,"
                            Formula Fusion is an anti-gravity combat racing game set in the year 2075. Work your way through the SinglePlayer Campaign, unlocking craft, tracks and your inner rage. Develop your racing and combat skills to climb the Leaderboards. Race against the world on-line in the 10 player Multiplayer W.A.R (World Anti-gravity Racing) Formula Fusion¡¦s garage gives unprecedented craft customization for performance, weapon loadouts and skins.
                            "
"
                                    Perception
                                                                    ",56,6.5,5,"
                            A first person narrative horror adventure that puts players in the shoes of a young blind woman who must use her extraordinary hearing and razor-sharp wits to solve mysteries and escape a deadly presence.
                            "
"
                                    Sonic Forces
                                                                    ",56,6.4,11,"
                            Join an epic high-speed fight to save a world decimated by Dr. Eggman and a mysterious villain in the newest game from the team that made Sonic Colors and Sonic Generations. Experience fast-paced action as Modern Sonic, catapult past perilous platforms as Classic Sonic, and use powerful new gadgets as your very own Custom Hero Character.

In Eggman's greatest victory to-date, the evil doctor has conquered much of the world with a mysterious new power. A resistance comprised of Sonic's friends is formed to fi ght back, and in the midst of the chaos and destruction, an unlikely hero will rise up to help Modern and Classic Sonic take back their world.

Even these three heroes may have their work cut out for them, as Dr. Eggman has a new ally of his own...
                            "
"
                                    Empyre: Lords of the Sea Gates
                                                                    ",56,NA,10,"
                            New York in 1911 is flooded. Avenues are now canals, rooftops are now the streets and slowly the buildings crumble into the sea. Life is precarious here. But Manhattan has endured and transformed into a collection of City-States. Now a new crisis threatens and the city needs your help!

                            "
"
                                    Realpolitiks
                                                                    ",52,6.1,2,"
                            Become the ruler of any contemporary country in this streamlined real-time grand strategy game. Use diplomacy, espionage, military and economic power to deal with other nations, while tackling issues such as terrorism, financial crises and medical epidemics, all in an effort to achieve global domination.
                            "
"
                                    Syberia 3
                                                                    ",51,6,4,"
                            The next generation in adventure games, Syberia 3 takes you inside an enchanting, mysterious universe full of life for you to explore in 3D. Plunged into the heart of a world inhabited by a cast of interesting characters, you'll discover and experience a fabulous tale as imagined by Benoit Sokal. 
                            "
"
                                    Double Dragon IV
                                                                    ",50,6.5,1,"
                            The next entry in the side-scrolling action game series Double Dragon is finally here!
The story picks up after the elimination of the Shadow Warriors in Double Dragon II!
                            "
"
                                    Bush Hockey League
                                                                    ",48,4.3,3,"
                            Aggressive hockey is back! Experience hockey the way it was meant to be played in this old school arcade style hockey game where blood on the ice is just another day at the rink. Big moustaches, no helmets, dirty hits, bench-clearing brawls, goalie fights, and stick fights ¡V that¡¦s Old Time Hockey.
                            "
"
                                    Inmates
                                                                    ",46,7.5,10,"
                            Inmates is a story-driven, atmospheric psychological horror game in which you must find out the truth behind your confinement and uncover the dark secrets of the run-down prison you find yourself in. Delve deep into your psyche while trying to stay sane, in this most disturbing of horror games.
                            "
"
                                    Reservoir Dogs: Bloody Days
                                                                    ",45,5.7,5,"
                            Reservoir Dogs: Bloody Days is a top-down tactical-action strategy game based on the 1992 film.
                            "
"
                                    Bubsy: The Woolies Strike Back
                                                                    ",44,4.5,10,"
                            Watch Bubsy glide like a bat, jump like a jack rabbit, bounce like a red rubber ball and run¡Krun Bubsy run. This is the Bubsy adventure you were born to play.
                            "
"
                                    Husk
                                                                    ",44,3.8,2,"
                            Husk is a purebred FPP horror inspired by the most classical representatives of the genre. Discover Shivercliff - a daunting town where you uncover the ominous and tantalizing plot. Face the worst nightmares, solve mysteries and survive the devouring darkness in order to find your family. 
                            "
"
                                    Inner Chains
                                                                    ",40,5,5,"
                            An FPS horror game set in a surreal, dark and deadly biomechanical world never seen before. Humankind is just a small part of a hostile universe. Want to survive? Discover its secrets. 
                            "
"
                                    Hello Neighbor
                                                                    ",38,4.5,12,"
                            Hello Neighbor is a stealth-horror game about breaking into your neighbor¡¦s house. Play against an advanced AI that learns from your actions, and counters them. Find out what horrible secrets your neighbor is hiding inside his basement.
                            "
